date,open,high,low,close,volume
2024-11-12,62.16,62.87,59.1,59.39,67563924
2024-11-13,58.0,59.28,53.45,54.03,194511406
2024-11-14,54.03,56.73,53.65,56.73,56957801
2024-11-18,59.45,59.56,56.8,59.26,119110598
2024-11-19,60.5,62.22,59.42,62.22,74476083
2024-11-21,63.9,65.33,63.5,65.33,131579845
2024-11-22,66.8,68.33,64.6,65.22,130345329
2024-11-25,67.0,67.5,63.71,64.23,123922270
2024-11-26,64.64,64.85,63.3,63.57,35463228
2024-11-27,63.88,64.29,62.71,63.59,37152591
2024-11-28,63.69,65.5,62.9,63.73,42559541
2024-11-29,63.9,64.22,62.41,62.98,54815057
2024-12-02,63.11,66.12,62.28,66.12,61128869
2024-12-03,66.79,67.3,65.0,65.4,91100475
2024-12-04,65.9,68.45,65.34,67.72,97607170
2024-12-05,68.2,68.8,66.88,68.26,56295912
2024-12-06,68.0,68.39,67.28,67.39,38528682
2024-12-09,67.38,67.8,66.4,67.36,34635931
2024-12-10,67.3,67.36,65.86,66.55,29542425
2024-12-11,66.42,67.2,65.85,66.12,32530712
2024-12-12,65.61,66.43,64.86,65.7,33619161
2024-12-13,65.5,67.68,65.26,66.2,47952699
2024-12-16,67.5,68.62,66.16,66.36,56788124
2024-12-17,66.36,69.67,66.21,69.56,188345914
2024-12-18,69.8,70.18,67.37,67.95,68899550
2024-12-19,66.5,68.58,66.2,67.05,56237783
2024-12-20,67.55,67.79,63.95,64.13,55042543
2024-12-23,65.16,65.16,63.28,63.86,30077026
2024-12-24,63.98,65.38,63.77,64.87,24810689
2024-12-26,64.99,65.15,63.87,64.34,19522002
2024-12-27,64.5,64.73,63.0,63.25,20617504
2024-12-30,63.19,63.89,61.11,61.42,50198161
2024-12-31,61.49,62.42,61.06,62.22,34983814
2025-01-01,62.64,65.33,62.07,65.33,62229972
2025-01-02,65.0,65.1,62.55,62.92,67889756
2025-01-03,63.0,63.25,61.8,61.95,42686992
2025-01-06,62.05,62.12,58.85,58.85,62445389
2025-01-07,58.06,61.79,58.06,60.88,59115926
2025-01-08,60.8,61.0,59.0,60.03,37159538
2025-01-09,60.34,60.35,57.65,57.88,35053006
2025-01-10,58.0,58.15,55.5,55.57,64397011
2025-01-13,54.5,57.0,53.98,54.45,92083914
2025-01-14,55.2,57.17,55.11,57.17,41045252
2025-01-15,57.17,59.8,56.81,57.26,65243228
2025-01-16,58.76,59.19,56.7,56.87,39797323
2025-01-17,57.0,57.39,55.94,56.84,41806502
2025-01-20,57.52,58.79,56.26,58.09,49547406
2025-01-21,58.35,58.47,56.35,57.43,33972001
2025-01-22,57.43,57.84,54.55,55.12,48986568
2025-01-23,55.12,56.64,54.19,54.31,49582278
2025-01-24,54.9,54.99,52.15,52.54,64210167
2025-01-27,52.4,52.48,49.91,50.23,66288203
2025-01-28,50.59,51.59,47.81,50.26,86563217
2025-01-29,52.77,52.77,52.77,52.77,13990368
2025-01-30,55.4,55.4,55.4,55.4,10961611
2025-01-31,57.0,58.17,56.55,58.17,111500110
2025-02-01,60.5,61.07,56.51,58.16,168912946
2025-02-03,57.78,59.1,55.41,56.37,93425367
2025-02-04,57.19,57.98,55.96,56.92,42367489
2025-02-05,57.24,57.77,55.77,55.9,37787329
2025-02-06,55.91,56.38,54.55,54.92,31769107
2025-02-07,54.97,55.08,52.92,53.61,38821987
2025-02-10,53.39,54.39,52.31,52.72,31170558
2025-02-11,52.85,53.05,50.32,51.99,49471491
2025-02-12,51.99,52.99,49.05,52.4,69163693
2025-02-13,52.81,53.95,52.29,53.35,41607228
2025-02-14,53.55,53.88,50.45,51.14,45983899
2025-02-17,51.0,51.69,49.5,51.42,46742293
2025-02-18,51.0,51.35,49.49,50.64,38970008
2025-02-19,50.3,55.28,49.84,54.16,71927816
2025-02-20,54.0,55.35,53.25,54.88,38873355
2025-02-21,54.9,56.3,54.3,55.17,56799902
2025-02-24,54.6,54.7,53.45,54.29,43162800
2025-02-25,54.29,55.08,54.27,54.58,21791959
2025-02-27,54.64,54.94,51.75,52.13,39073334
2025-02-28,51.21,51.9,49.51,49.71,93211241
2025-03-03,50.05,51.19,46.6,49.78,108578059
2025-03-04,48.85,51.49,48.52,50.11,67731679
2025-03-05,50.6,52.05,50.51,51.49,72632328
2025-03-06,52.69,52.89,51.72,52.1,56090540
2025-03-07,51.99,56.94,51.6,54.92,106855231
2025-03-10,55.11,56.79,52.76,53.24,81450055
2025-03-11,52.02,54.15,51.63,53.76,58522186
2025-03-12,54.06,54.45,52.77,53.85,48314005
2025-03-13,54.35,55.0,53.62,54.58,43837645
2025-03-17,54.74,56.5,54.25,54.5,54133951
2025-03-18,55.35,55.55,54.76,54.98,42339442
2025-03-19,55.39,58.0,55.34,57.76,79465967
2025-03-20,58.9,59.4,56.68,58.39,51729766
2025-03-21,58.38,58.65,55.94,56.5,104724888
2025-03-24,57.69,58.36,57.05,57.91,58367956
2025-03-25,58.46,59.48,57.05,57.65,66615843
2025-03-26,57.9,58.63,56.3,57.43,52250161
2025-03-27,57.11,57.94,56.44,57.01,49678644
2025-03-28,57.36,58.4,56.4,56.66,43376048
2025-04-01,55.5,56.98,55.11,55.75,40810312
2025-04-02,55.84,57.74,54.36,57.43,49530064
2025-04-03,56.21,57.82,56.2,57.49,42914792
2025-04-04,57.49,57.5,54.66,55.36,51863551
2025-04-07,46.9,53.1,46.15,52.12,81905901
2025-04-08,54.34,54.34,52.73,53.08,40949448
2025-04-09,53.07,53.76,51.01,51.21,50850121
2025-04-11,53.96,53.96,52.16,53.0,49591603
2025-04-15,54.88,55.66,53.91,54.37,58941572
2025-04-16,54.51,54.89,53.85,54.34,34690956
2025-04-17,54.33,55.72,54.01,55.07,54279879
2025-04-21,55.55,61.1,55.5,60.29,169658526
2025-04-22,60.95,61.58,59.02,59.27,89155646
2025-04-23,59.68,60.17,58.13,59.99,97968387
2025-04-24,60.0,61.49,59.72,60.11,97850644
2025-04-25,60.31,60.45,56.72,58.3,104362729
2025-04-28,57.5,58.49,57.0,57.78,50641247
2025-04-29,58.0,59.5,57.35,57.7,51629064
2025-04-30,57.7,57.9,56.0,56.4,55507075
2025-05-02,56.16,56.99,55.86,56.25,42139460
2025-05-05,56.5,57.25,56.35,56.92,30173749
2025-05-06,57.0,57.49,53.42,53.8,59490208
